Word Order	Other Properties	Subject Position	Object Position	Sentence
MF[SO]VC[V]	base-pp	3	4	Weil die Generäle Angriffe in dem Jahr starten .
MF[SO]VC[V]	base-pp	3	5	Weil die Partnerin ein Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	base-pp	3	5	Weil die Journalistin eine Aufnahme in dem Jahr übertextet .
MF[SO]VC[V]	base-pp	3	5	Weil die Freundin eine Traumhochzeit in dem Jahr spielt .
MF[SO]VC[V]	base-pp	3	5	Weil die Passantin ein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	base-pp	3	5	Weil das Kind eine Lösung in dem Jahr findet .
MF[SO]VC[V]	base-pp	3	5	Weil die Leserin eine Zeitschrift in dem Jahr abonniert .
MF[SO]VC[V]	base-pp	3	4	Weil die Herren Bärte in dem Jahr rasieren .
MF[SO]VC[V]	base-pp	3	4	Weil die Mamas Kaffees in dem Jahr trinken .
MF[SO]VC[V]	base-pp	3	4	Weil die Schriftsteller Romane in dem Jahr schreiben .
MF[SO]VC[V]	base-pp	3	5	Weil die Politikerin eine Rede in dem Jahr beendet .
MF[SO]VC[V]	base-pp	3	5	Weil die Abgeordnete ein Grundgehalt in dem Jahr bekommt .
MF[SO]VC[V]	base-pp	3	4	Weil die Kleinbauern Bauzäune in dem Jahr ziehen .
MF[SO]VC[V]	base-pp	3	5	Weil die Sportlerin eine Tour in dem Jahr gewinnt .
MF[SO]VC[V]	base-pp	3	5	Weil die Handwerkerin eine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	aux-pp	3	4	Weil die Generäle Angriffe in dem Jahr starten werden .
MF[SO]VC[V]	aux-pp	3	5	Weil die Partnerin ein Doppelleben in dem Jahr leben wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Journalistin eine Aufnahme in dem Jahr übertexten wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Freundin eine Traumhochzeit in dem Jahr spielen wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Passantin ein Kunstwerk in dem Jahr bewerfen wird .
MF[SO]VC[V]	aux-pp	3	5	Weil das Kind eine Lösung in dem Jahr finden wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Leserin eine Zeitschrift in dem Jahr abonnieren wird .
MF[SO]VC[V]	aux-pp	3	4	Weil die Herren Bärte in dem Jahr rasieren werden .
MF[SO]VC[V]	aux-pp	3	4	Weil die Mamas Kaffees in dem Jahr trinken werden .
MF[SO]VC[V]	aux-pp	3	4	Weil die Schriftsteller Romane in dem Jahr schreiben werden .
MF[SO]VC[V]	aux-pp	3	5	Weil die Politikerin eine Rede in dem Jahr beenden wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Abgeordnete ein Grundgehalt in dem Jahr bekommen wird .
MF[SO]VC[V]	aux-pp	3	4	Weil die Kleinbauern Bauzäune in dem Jahr ziehen werden .
MF[SO]VC[V]	aux-pp	3	5	Weil die Sportlerin eine Tour in dem Jahr gewinnen wird .
MF[SO]VC[V]	aux-pp	3	5	Weil die Handwerkerin eine Bauausführung in dem Jahr übernehmen wird .
MF[SO]VC[V]	spron-pp	2	3	Weil sie Angriffe in dem Jahr starten .
MF[SO]VC[V]	spron-pp	2	4	Weil sie ein Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Aufnahme in dem Jahr übertextet .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Traumhochzeit in dem Jahr spielt .
MF[SO]VC[V]	spron-pp	2	4	Weil sie ein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Lösung in dem Jahr findet .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Zeitschrift in dem Jahr abonniert .
MF[SO]VC[V]	spron-pp	2	3	Weil sie Bärte in dem Jahr rasieren .
MF[SO]VC[V]	spron-pp	2	3	Weil sie Kaffees in dem Jahr trinken .
MF[SO]VC[V]	spron-pp	2	3	Weil sie Romane in dem Jahr schreiben .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Rede in dem Jahr beendet .
MF[SO]VC[V]	spron-pp	2	4	Weil sie ein Grundgehalt in dem Jahr bekommt .
MF[SO]VC[V]	spron-pp	2	3	Weil sie Bauzäune in dem Jahr ziehen .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Tour in dem Jahr gewinnt .
MF[SO]VC[V]	spron-pp	2	4	Weil sie eine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Generäle sie in dem Jahr starten .
MF[SO]VC[V]	opron-pp	3	4	Weil die Partnerin sie in dem Jahr lebt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Journalistin sie in dem Jahr übertextet .
MF[SO]VC[V]	opron-pp	3	4	Weil die Freundin sie in dem Jahr spielt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Passanten sie in dem Jahr bewerfen .
MF[SO]VC[V]	opron-pp	3	4	Weil die Kinder sie in dem Jahr finden .
MF[SO]VC[V]	opron-pp	3	4	Weil die Leser sie in dem Jahr abonnieren .
MF[SO]VC[V]	opron-pp	3	4	Weil die Herren sie in dem Jahr rasieren .
MF[SO]VC[V]	opron-pp	3	4	Weil die Mama sie in dem Jahr trinkt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Schriftsteller sie in dem Jahr schreiben .
MF[SO]VC[V]	opron-pp	3	4	Weil die Politikerin sie in dem Jahr beendet .
MF[SO]VC[V]	opron-pp	3	4	Weil die Abgeordnete sie in dem Jahr bekommt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Kleinbauern sie in dem Jahr ziehen .
MF[SO]VC[V]	opron-pp	3	4	Weil die Sportlerin sie in dem Jahr gewinnt .
MF[SO]VC[V]	opron-pp	3	4	Weil die Handwerker sie in dem Jahr übernehmen .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Generäle keine Angriffe in dem Jahr starten .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Partnerin kein Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Journalistin keine Aufnahme in dem Jahr übertextet .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Leser keine Zeitschriften in dem Jahr abonnieren .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Herren keine Bärte in dem Jahr rasieren .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Mamas keine Kaffees in dem Jahr trinken .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Handwerkerin keine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Freundin keine Traumhochzeit in dem Jahr spielt .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Passantin kein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	oneg-pp	3	5	Weil das Kind keine Lösung in dem Jahr findet .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Schriftsteller keine Romane in dem Jahr schreiben .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Politikerin keine Rede in dem Jahr beendet .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Abgeordnete kein Grundgehalt in dem Jahr bekommt .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Kleinbauern keine Bauzäune in dem Jahr ziehen .
MF[SO]VC[V]	oneg-pp	3	5	Weil die Sportlerin keine Tour in dem Jahr gewinnt .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Quote ein Argument in dem Jahr umgeht .
MF[SO]VC[V]	pp-sinan	3	5	Weil das Gas ein Menschenrecht in dem Jahr verletzt .
MF[SO]VC[V]	pp-sinan	3	5	Weil das Wandrelief ein Hallo in dem Jahr ruft .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Arbeit eine Anerkennung in dem Jahr bringt .
MF[SO]VC[V]	pp-sinan	3	5	Weil das Bekenntnis ein Klima in dem Jahr verändert .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Zyklone Küstenstreifen in dem Jahr treffen .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Flugzeugträger Häfen in dem Jahr verlassen .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Hurrikans Orte in dem Jahr zerstören .
MF[SO]VC[V]	pp-sinan	3	5	Weil die Idee eine Kraft in dem Jahr entfaltet .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Absatzmärkte Möglichkeiten in dem Jahr eröffnen .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Filme Neuanfänge in dem Jahr ermöglichen .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Video-Installationen Abschlüsse in dem Jahr bilden .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Anträge Reparationszahlungen in dem Jahr fordern .
MF[SO]VC[V]	pp-sinan	3	5	Weil das Leck ein Ende in dem Jahr bedeutet .
MF[SO]VC[V]	pp-sinan	3	4	Weil die Bäume Aussichten in dem Jahr versperren .
MF[SO]VC[V]	pp-oan	3	4	Weil die Aufsichtsratsvorstände Vertreter in dem Jahr ernennen .
MF[SO]VC[V]	pp-oan	3	5	Weil die Fernsehreporterin eine EZB-Chefin in dem Jahr befragt .
MF[SO]VC[V]	pp-oan	3	4	Weil die Züchter Spinnen in dem Jahr ernennen .
MF[SO]VC[V]	pp-oan	3	5	Weil die Katze eine Hundehalterin in dem Jahr kratzt .
MF[SO]VC[V]	pp-oan	3	5	Weil die Kellnerin eine Köchin in dem Jahr streift .
MF[SO]VC[V]	pp-oan	3	5	Weil die Personalerin eine Bewerberin in dem Jahr nimmt .
MF[SO]VC[V]	pp-oan	3	5	Weil die Komponistin eine Jazz-Pianistin in dem Jahr kopiert .
MF[SO]VC[V]	pp-oan	3	4	Weil die Mieterin Kammerjägerin in dem Jahr beauftragt .
MF[SO]VC[V]	pp-oan	3	5	Weil die 18jährige eine Jugendliche in dem Jahr verletzt .
MF[SO]VC[V]	pp-oan	3	5	Weil die Schweizerin eine Philharmonikerin in dem Jahr dirigiert .
MF[SO]VC[V]	pp-oan	3	5	Weil die Fotografin ein Model in dem Jahr beschreibt .
MF[SO]VC[V]	pp-oan	3	5	Weil die Wirtschaftsingenieurin eine Kursteilnehmerin in dem Jahr leitet .
MF[SO]VC[V]	pp-oan	3	5	Weil die Expertin eine Oberbürgermeisterin in dem Jahr besucht .
MF[SO]VC[V]	pp-oan	3	5	Weil die Pionierin eine Dolmetscherin in dem Jahr braucht .
MF[SO]VC[V]	pp-oan	3	4	Weil die Feuerwehrmänner Notleidende in dem Jahr befreien .
MF[SO]VC[V]	pp-invan	3	5	Weil die Borniertheit eine taz-Reporterin in dem Jahr überfällt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine taz-Reporterin die Borniertheit in dem Jahr überfällt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Schuld eine Berufstätige in dem Jahr trifft .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Berufstätige die Schuld in dem Jahr trifft .
MF[SO]VC[V]	pp-invan	3	4	Weil die Schuhe Jogger in dem Jahr drücken .
MF[SO]VC[V]	pp-invan	3	5	Weil die Deadline eine Informatikerin in dem Jahr drängt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Informatikerin die Deadline in dem Jahr drängt .
MF[SO]VC[V]	pp-invan	3	4	Weil die Öfen Wanderinnen in dem Jahr wärmen .
MF[SO]VC[V]	pp-invan	3	4	Weil die Regenschauer Spaziergänger in dem Jahr durchnässen .
MF[SO]VC[V]	pp-invan	3	4	Weil die Kameras Trucker in dem Jahr begleiten .
MF[SO]VC[V]	pp-invan	3	5	Weil die Anlage eine Bereiste in dem Jahr schützt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Bereiste die Anlage in dem Jahr schützt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Anzeige eine Hausbesitzerin in dem Jahr betrifft .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Hausbesitzerin die Anzeige in dem Jahr betrifft .
MF[SO]VC[V]	pp-invan	3	5	Weil die Alternativlosigkeit eine Grünenpolitikerin in dem Jahr prägt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Grünenpolitikerin die Alternativlosigkeit in dem Jahr prägt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Sonne eine Schwimmerin in dem Jahr blendet .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Schwimmerin die Sonne in dem Jahr blendet .
MF[SO]VC[V]	pp-invan	3	4	Weil die Züge Fahrgäste in dem Jahr befördern .
MF[SO]VC[V]	pp-invan	3	5	Weil die Rückenlehne eine Bürotäterin in dem Jahr unterstützt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Bürotäterin die Rückenlehne in dem Jahr unterstützt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Hose eine Entertainerin in dem Jahr zwickt .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Entertainerin die Hose in dem Jahr zwickt .
MF[SO]VC[V]	pp-invan	3	5	Weil die Landwirtschaft eine Biene in dem Jahr bedroht .
MF[OS]VC[V]	pp-invan	5	3	Weil eine Biene die Landwirtschaft in dem Jahr bedroht .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Kanzleien Angriffe in dem Jahr starten .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Läden Doppelleben in dem Jahr leben .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Werbeagentur eine Aufnahme in dem Jahr übertextet .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Gemeinde eine Traumhochzeit in dem Jahr spielt .
MF[SO]VC[V]	pp-regpol	3	5	Weil das Dorf ein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	pp-regpol	3	5	Weil das Büro eine Lösung in dem Jahr findet .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Praxis eine Zeitschrift in dem Jahr abonniert .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Salons Bärte in dem Jahr rasieren .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Redaktionen Kaffees in dem Jahr trinken .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Seminare Romane in dem Jahr schreiben .
MF[SO]VC[V]	pp-regpol	3	5	Weil das Landratsamt eine Rede in dem Jahr beendet .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Schule ein Grundgehalt in dem Jahr bekommt .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Werkstätten Bauzäune in dem Jahr ziehen .
MF[SO]VC[V]	pp-regpol	3	5	Weil die Universität eine Tour in dem Jahr gewinnt .
MF[SO]VC[V]	pp-regpol	3	4	Weil die Konzerne Bauausführungen in dem Jahr übernehmen .
MF[SO]VC[V]	pp-sname	2	4	Weil Siemens eine Attacke in dem Jahr startet .
MF[SO]VC[V]	pp-sname	2	4	Weil Balazs ein Doppelleben in dem Jahr lebt .
MF[SO]VC[V]	pp-sname	2	4	Weil Daimler eine Aufnahme in dem Jahr übertextet .
MF[SO]VC[V]	pp-sname	2	4	Weil RTL eine Traumhochzeit in dem Jahr spielt .
MF[SO]VC[V]	pp-sname	2	4	Weil Degas ein Kunstwerk in dem Jahr bewirft .
MF[SO]VC[V]	pp-sname	2	5	Weil Günter Jauch eine Lösung in dem Jahr findet .
MF[SO]VC[V]	pp-sname	2	4	Weil Harry eine Zeitschrift in dem Jahr abonniert .
MF[SO]VC[V]	pp-sname	2	4	Weil Gillette eine Gesichtsbehaarung in dem Jahr rasiert .
MF[SO]VC[V]	pp-sname	2	3	Weil Clooney Kaffee in dem Jahr trinkt .
MF[SO]VC[V]	pp-sname	2	5	Weil Bertolt Brecht eine Erzählung in dem Jahr schreibt .
MF[SO]VC[V]	pp-sname	2	4	Weil Merkel eine Rede in dem Jahr beendet .
MF[SO]VC[V]	pp-sname	2	4	Weil Vietnam ein Grundgehalt in dem Jahr bekommt .
MF[SO]VC[V]	pp-sname	2	4	Weil Anke eine Umzäunung in dem Jahr zieht .
MF[SO]VC[V]	pp-sname	2	4	Weil Bonn eine Tour in dem Jahr gewinnt .
MF[SO]VC[V]	pp-sname	2	4	Weil EnBW eine Bauausführung in dem Jahr übernimmt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Starke eine Schwache in dem Jahr hält .
MF[SO]VC[V]	pp-semas	3	5	Weil die Spürhündin eine Beute in dem Jahr findet .
MF[SO]VC[V]	pp-semas	3	5	Weil die Barbierin eine Kundin in dem Jahr rasiert .
MF[SO]VC[V]	pp-semas	3	5	Weil die Polizistin eine Verdächtige in dem Jahr verhaftet .
MF[SO]VC[V]	pp-semas	3	5	Weil die Lehrerin eine Schülerin in dem Jahr unterrichtet .
MF[SO]VC[V]	pp-semas	3	4	Weil die Mütter Söhne in dem Jahr stillen .
MF[SO]VC[V]	pp-semas	3	5	Weil die Präsidentin eine Soldatin in dem Jahr befehligt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Vorgesetzte eine Angestellte in dem Jahr entlässt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Produzentin eine Abnehmerin in dem Jahr beliefert .
MF[SO]VC[V]	pp-semas	3	4	Weil die Teenager Stars in dem Jahr bejubeln .
MF[SO]VC[V]	pp-semas	3	5	Weil die Ärztin eine Patientin in dem Jahr behandelt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Eigentümerin eine Pächterin in dem Jahr rügt .
MF[SO]VC[V]	pp-semas	3	5	Weil die Pfarrerin ein Beichtkind in dem Jahr betreut .
MF[SO]VC[V]	pp-semas	3	5	Weil die Prüferin eine Examenskandidatin in dem Jahr testet .
MF[SO]VC[V]	pp-semas	3	4	Weil die Meister Azubis in dem Jahr belehren .
MF[SO]VC[V]	pp-noref	3	4	Weil die Generalin nichts in dem Jahr startet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Partnerin nichts in dem Jahr lebt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Journalistin nichts in dem Jahr übertextet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Freundin nichts in dem Jahr spielt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Passantin nichts in dem Jahr bewirft .
MF[SO]VC[V]	pp-noref	3	4	Weil das Kind nichts in dem Jahr findet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Leserin nichts in dem Jahr abonniert .
MF[SO]VC[V]	pp-noref	3	4	Weil die Herrin nichts in dem Jahr rasiert .
MF[SO]VC[V]	pp-noref	3	4	Weil die Mama nichts in dem Jahr trinkt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Schriftstellerin nichts in dem Jahr schreibt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Politikerin nichts in dem Jahr beendet .
MF[SO]VC[V]	pp-noref	3	4	Weil die Abgeordnete nichts in dem Jahr bekommt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Kleinbäuerin nichts in dem Jahr zieht .
MF[SO]VC[V]	pp-noref	3	4	Weil die Sportlerin nichts in dem Jahr gewinnt .
MF[SO]VC[V]	pp-noref	3	4	Weil die Handwerkerin nichts in dem Jahr übernimmt .
MF[SO]VC[V]	pp-psy	3	4	Weil die Angriffe Generäle in dem Jahr fesseln .
MF[SO]VC[V]	pp-psy	3	5	Weil das Doppelleben eine Partnerin in dem Jahr langweilt .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Partnerin das Doppelleben in dem Jahr langweilt .
MF[SO]VC[V]	pp-psy	3	5	Weil die Aufnahme eine Journalistin in dem Jahr begeistert .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Journalistin die Aufnahme in dem Jahr begeistert .
MF[SO]VC[V]	pp-psy	3	5	Weil die Traumhochzeit eine Freundin in dem Jahr erzürnt .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Freundin die Traumhochzeit in dem Jahr erzürnt .
MF[SO]VC[V]	pp-psy	3	5	Weil das Kunstwerk eine Passantin in dem Jahr fasziniert .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Passantin das Kunstwerk in dem Jahr fasziniert .
MF[SO]VC[V]	pp-psy	3	5	Weil die Lösung ein Kind in dem Jahr berührt .
MF[OS]VC[V]	pp-psy	5	3	Weil ein Kind die Lösung in dem Jahr berührt .
MF[SO]VC[V]	pp-psy	3	5	Weil die Zeitschrift eine Leserin in dem Jahr ängstigt .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Leserin die Zeitschrift in dem Jahr ängstigt .
MF[SO]VC[V]	pp-psy	3	4	Weil die Bärte Herren in dem Jahr erstaunen .
MF[SO]VC[V]	pp-psy	3	4	Weil die Kaffees Mamas in dem Jahr erfreuen .
MF[SO]VC[V]	pp-psy	3	4	Weil die Romane Schriftsteller in dem Jahr frustrieren .
MF[SO]VC[V]	pp-psy	3	5	Weil die Rede eine Politikerin in dem Jahr erbost .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Politikerin die Rede in dem Jahr erbost .
MF[SO]VC[V]	pp-psy	3	5	Weil das Grundgehalt eine Abgeordnete in dem Jahr beschämt .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Abgeordnete das Grundgehalt in dem Jahr beschämt .
MF[SO]VC[V]	pp-psy	3	4	Weil die Bauzäune Kleinbauern in dem Jahr reuen .
MF[SO]VC[V]	pp-psy	3	5	Weil die Tour eine Sportlerin in dem Jahr amüsiert .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Sportlerin die Tour in dem Jahr amüsiert .
MF[SO]VC[V]	pp-psy	3	5	Weil die Bauausführung eine Handwerkerin in dem Jahr belustigt .
MF[OS]VC[V]	pp-psy	5	3	Weil eine Handwerkerin die Bauausführung in dem Jahr belustigt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Menschen Fehler in dem Jahr machen .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Gauner Verbrechen in dem Jahr begehen .
MF[SO]VC[V]	pp-vlight	3	5	Weil die Chefin eine Entscheidung in dem Jahr trifft .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Anwälte Anträge in dem Jahr stellen .
MF[SO]VC[V]	pp-vlight	3	5	Weil die Schülerin eine Frage in dem Jahr stellt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Sachbearbeiter Aufträge in dem Jahr erteilen .
MF[SO]VC[V]	pp-vlight	3	5	Weil das Tier eine Rolle in dem Jahr spielt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Kollegin Rücksicht in dem Jahr nimmt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Freundin Abschied in dem Jahr nimmt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Kandidaten Hoffnungen in dem Jahr hegen .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Politikerin Einfluss in dem Jahr nimmt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Gefangene Widerstand in dem Jahr leistet .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Autorin Kritik in dem Jahr übt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Mountainbikerin Sport in dem Jahr treibt .
MF[SO]VC[V]	pp-vlight	3	4	Weil die Pressesprecherin Stellung in dem Jahr bezieht .
MF[SO]VC[V]	pp-syn	3	4	Weil die Generäle Angriffe in dem Jahr beginnen .
MF[SO]VC[V]	pp-syn	3	5	Weil die Partnerin ein Doppelleben in dem Jahr führt .
MF[SO]VC[V]	pp-syn	3	5	Weil die Journalistin eine Aufnahme in dem Jahr überspielt .
MF[SO]VC[V]	pp-syn	3	5	Weil die Freundin eine Traumhochzeit in dem Jahr inszeniert .
MF[SO]VC[V]	pp-syn	3	5	Weil die Passantin ein Kunstwerk in dem Jahr beschmeißt .
MF[SO]VC[V]	pp-syn	3	5	Weil das Kind eine Lösung in dem Jahr errät .
MF[SO]VC[V]	pp-syn	3	5	Weil die Leserin eine Zeitschrift in dem Jahr bestellt .
MF[SO]VC[V]	pp-syn	3	4	Weil die Herren Bärte in dem Jahr stutzen .
MF[SO]VC[V]	pp-syn	3	4	Weil die Mamas Kaffees in dem Jahr schlürfen .
MF[SO]VC[V]	pp-syn	3	4	Weil die Schriftsteller Romane in dem Jahr verfassen .
MF[SO]VC[V]	pp-syn	3	5	Weil die Politikerin eine Rede in dem Jahr beendigt .
MF[SO]VC[V]	pp-syn	3	5	Weil die Abgeordnete ein Grundgehalt in dem Jahr kriegt .
MF[SO]VC[V]	pp-syn	3	4	Weil die Kleinbauern Bauzäune in dem Jahr errichten .
MF[SO]VC[V]	pp-syn	3	5	Weil die Sportlerin eine Tour in dem Jahr erringt .
MF[SO]VC[V]	pp-syn	3	5	Weil die Handwerkerin eine Bauausführung in dem Jahr bestreitet .
MF[SO]VC[V]	pp-prov	3	5	Weil jedes Böhnchen ein Tönchen in dem Jahr gibt .
MF[SO]VC[V]	pp-prov	2	4	Weil alles seine Zeit in dem Jahr hat .
MF[SO]VC[V]	pp-prov	2	3	Weil Arbeit Brot in dem Jahr bringt .
MF[SO]VC[V]	pp-prov	3	5	Weil eine Hand die andere in dem Jahr wäscht .
MF[SO]VC[V]	pp-prov	3	5	Weil frühe Zucht gute Frucht in dem Jahr bringt .
MF[SO]VC[V]	pp-prov	2	4	Weil Geld die Welt in dem Jahr regiert .
MF[SO]VC[V]	pp-prov	3	5	Weil das Schicksal dein Leben in dem Jahr bestimmt .
MF[SO]VC[V]	pp-prov	2	4	Weil Jugend keine Tugend in dem Jahr kennt .
